LV.el_max_factor,LV.el_min_factor,LV_AA.flow.sv,LV_AA.flow.net,LV_AA.flow.forward,LV_AA.flow.backward,AA.pres.min,AA.pres.max
1.2335004187675338,0.5606145431411969,0.0052392764383190115,0.7334987013646616,0.7334987013646616,0.0,45.14166536080439,68.06344794664666
0.8813188031959767,1.6377374975092833,0.005629601794234402,0.7881442511928163,0.7881442511928163,0.0,47.85671575230468,72.38764674867723
0.5758655508410178,1.7693925196067395,0.005628480680023378,0.7879872952032729,0.7879872952032729,0.0,46.949382245110215,71.07058102259812
0.9419474342734562,0.9215907046636778,0.0050481614367031994,0.7067426011384479,0.7067426011384479,0.0,41.890100590791185,62.978136932310534
1.0181543330585954,1.2643263069207191,0.004986691213663017,0.6981367699128224,0.6981367699128224,0.0,40.24352434524435,60.63412858036672
1.2206585395627871,1.8734003389048124,0.004914420513608238,0.6880188719051533,0.6880188719051533,0.0,39.81020928227918,59.89551502489804
0.6983385795784529,1.9255745626782668,0.0051682574667393745,0.7235560453435124,0.7235560453435124,0.0,41.71370192892683,62.616838734689416
0.7016194054320207,1.6998947498838668,0.005603369121940613,0.7844716770716859,0.7844716770716859,0.0,44.82544292220002,67.65079925422869
1.409699694655663,1.0317544470561426,0.0056206946357487825,0.7868972490048295,0.7868972490048295,0.0,45.03345705406228,67.95850600734342
1.7188014742195674,1.8929564956147729,0.005417407082284143,0.7584369915197801,0.7584369915197801,0.0,43.53739387494427,65.56079606279118
0.9850013322274298,1.3796698752775036,0.005490630696132805,0.7686882974585927,0.7686882974585927,0.0,44.01081055039527,66.24333826263954
0.7725085101438964,0.9047189274708117,0.0052113546449445445,0.7295896502922362,0.7295896502922362,0.0,42.11881516438247,63.18335218404156
1.6171499930284836,0.7411765417050193,0.004992093446794113,0.6988930825511759,0.6988930825511759,0.0,40.3189113412108,60.5575423079839
0.8652862541780664,1.6919080613096154,0.0049755551431171835,0.6965777200364057,0.6965777200364057,0.0,40.14748749784071,60.29030972745081
1.917522704659269,0.7004809264635103,0.0049795445968005315,0.6971362435520744,0.6971362435520744,0.0,40.164319210387895,60.318007836170324
1.5675371391664998,0.6102808630797398,0.005074600521708628,0.7104440730392079,0.7104440730392079,0.0,40.87977587678299,61.49439788059447
1.6914568574228117,1.4685455811759813,0.0053638281322870756,0.7509359385201906,0.7509359385201906,0.0,42.953713813535906,64.48548649573819
1.185310661241794,1.082080234705488,0.005646587506983441,0.7905222509776818,0.7905222509776818,0.0,45.31331708964335,68.277888945027
1.5737749899772884,1.7361080560195574,0.005707219613046454,0.7990107458265036,0.7990107458265036,0.0,45.68341789511868,68.88969722747309
1.6334011176026653,1.569051906059551,0.005259927228904773,0.7363898120466682,0.7363898120466682,0.0,42.77539680384012,64.24631459585429
1.6355112742172644,1.1366352493701042,0.005034452508032478,0.704823351124547,0.704823351124547,0.0,41.478976767952226,62.218015564381915
1.2691185963153,1.5020405881712706,0.0051474291939994955,0.7206400871599293,0.7206400871599293,0.0,43.057112796311365,64.79295332533638
1.5284953026070602,1.9584100326287006,0.0049256863931439404,0.6895960950401516,0.6895960950401516,0.0,42.30292310851577,63.748434304152944
1.6986645308907966,1.883672808291608,0.005071598923203642,0.7100238492485099,0.7100238492485099,0.0,44.25774121168405,66.91717987552333
0.9273978922123388,1.8786313221040718,0.005327021886656322,0.745783064131885,0.745783064131885,0.0,46.21360016632815,69.70460599085837
1.5108146736900627,1.7702818699778131,0.005431804430368226,0.7604526202515516,0.7604526202515516,0.0,47.18434368414485,71.28941624722918
1.843017247788758,1.7301722835791655,0.005214266147532566,0.7299972606545593,0.7299972606545593,0.0,45.53906798669454,68.85354772909487
0.9229737737037456,1.2683346292840565,0.004757594214322944,0.6660631900052122,0.6660631900052122,0.0,41.6632152499856,62.61582404000219
1.5000249938991208,0.6634688836458165,0.0049733187418883745,0.6962646238643725,0.6962646238643725,0.0,43.49515628803123,65.44113089788567
0.7662817514412262,0.8321204850819033,0.005557701813214133,0.7780782538499786,0.7780782538499786,0.0,47.77364757045636,72.23813274063407
0.8466448371252042,1.6927835610280022,0.0055566141759087135,0.7779259846272198,0.7779259846272198,0.0,47.41965799617897,71.61618752763762
1.178338200762554,0.7997515727046831,0.005712246463201286,0.7997145048481801,0.7997145048481801,0.0,48.0022130995225,72.59786111132097
1.6850003645345952,1.5206682115435994,0.005847060264618671,0.818588437046614,0.818588437046614,0.0,48.17748963939351,72.82883847349368
1.3420447245466343,0.884307868348581,0.005418582693915859,0.7586015771482202,0.7586015771482202,0.0,43.97122845431015,66.14118700699638
1.8466345211172792,1.5406424106877963,0.0053972269969603135,0.7556117795744439,0.7556117795744439,0.0,43.23490060430673,65.01387923185814
1.4603195843263412,1.808314959576956,0.005576453975454327,0.7807035565636058,0.7807035565636058,0.0,44.687484996666335,67.33670168628466
1.7357481517509605,1.2528430677036464,0.005674956609650028,0.7944939253510038,0.7944939253510038,0.0,45.3151380866322,68.27235561523199
0.7797136109616163,0.9928500700876381,0.005376530069368391,0.7527142097115748,0.7527142097115748,0.0,43.035483289581215,64.66954944944418
0.7009924624568792,1.3367294484783812,0.005376202095641407,0.752668293389797,0.752668293389797,0.0,43.12170225510816,64.78256001291763
1.9076886538034816,0.8290589471749357,0.00545483026886653,0.7636762376413141,0.7636762376413141,0.0,43.571732877976046,65.5437662397228
1.6967225069969682,0.9100032407162032,0.0054559187016912985,0.7638286182367818,0.7638286182367818,0.0,43.573166682866514,65.5474900454275
1.277751348394187,1.4375429166393932,0.00566050724076275,0.7924710137067851,0.7924710137067851,0.0,45.12403376385971,68.02324589004591
1.3862453129365877,1.0924254424893531,0.005589294161831533,0.7825011826564147,0.7825011826564147,0.0,44.60544151957539,67.20408900168633
0.848674461615258,0.6143326915340643,0.005402779466181212,0.7563891252653696,0.7563891252653696,0.0,43.2799937183335,65.0798960062367
1.426256714070904,1.8715192056986127,0.0054501744379619205,0.7630244213146689,0.7630244213146689,0.0,43.657616758592674,65.66317783832594
1.350234335808747,1.5082162888937005,0.005287955146161675,0.7403137204626346,0.7403137204626346,0.0,42.38138794073726,63.591818552807844
1.665482160104377,1.356307441388707,0.005275383465299981,0.7385536851419973,0.7385536851419973,0.0,42.579291658208064,63.927931596086204
1.8680692524740454,1.6528461552488343,0.005297030437291208,0.7415842612207691,0.7415842612207691,0.0,42.787738107670435,64.25014670371598
0.8755353450334924,1.1674809698756152,0.005023454720078857,0.70328366081104,0.70328366081104,0.0,41.31523578238454,61.98908640169678
0.8212715871709126,1.0277075678315737,0.004965538070583551,0.6951753298816972,0.6951753298816972,0.0,41.33090797788063,62.01321135896341
1.3375748049010803,0.8580452757369925,0.005135553401261976,0.7189774761766766,0.7189774761766766,0.0,42.57053879591105,63.90370062166508
0.5156073920463824,0.9756618384465527,0.00506982299984709,0.7097752199785926,0.7097752199785926,0.0,42.883383498864724,64.38742457692076
0.5109627302882453,1.7943819661917277,0.00498720912980196,0.6982092781722744,0.6982092781722744,0.0,43.23591929545099,64.98508737607274
1.8092766976602268,1.3843844654575024,0.004960816689216665,0.6945143364903331,0.6945143364903331,0.0,43.350003279526426,65.16148461808365
1.8743623975023915,0.6652104582632257,0.004755767772730406,0.6658074881822569,0.6658074881822569,0.0,41.74776075576841,62.71971627074823
0.627028510738596,0.685832316107621,0.004950017217410512,0.6930024104374716,0.6930024104374716,0.0,43.265855111398004,65.14178685391585
1.1687446087985378,0.711059125973132,0.005101817950318987,0.7142545130446583,0.7142545130446583,0.0,44.4355773814055,66.91498412559133
1.3447890823635253,1.8105127426250214,0.005519400810006482,0.7727161134009074,0.7727161134009074,0.0,47.572769683743175,71.87202713656829
1.8528083256756174,1.6102628844603513,0.0053749757712316494,0.7524966079724309,0.7524966079724309,0.0,45.61022216536453,69.11602217226033
0.7165960982474674,1.147918182306693,0.005310485701186452,0.7434679981661033,0.7434679981661033,0.0,44.6164989965108,67.49034158840308
1.3760358347068824,0.8318274159267399,0.005448339666138775,0.7627675532594286,0.7627675532594286,0.0,44.96056530123394,67.93764079085321
1.8837854298612535,0.5245038589002449,0.005108158448357233,0.7151421827700126,0.7151421827700126,0.0,41.60086758347379,62.50791699170317
1.3767787254231574,1.8683263790857578,0.005296942429573423,0.7415719401402792,0.7415719401402792,0.0,42.55840773900276,63.89675672737059
1.0145457513315772,1.1202582077796057,0.0057649549378753955,0.8070936913025554,0.8070936913025554,0.0,46.06853955789248,69.55218172569339
1.079075283223577,0.7185977963730403,0.0058586561692335224,0.8202118636926932,0.8202118636926932,0.0,46.897728891906,70.82615928258471
1.2465335917139997,1.2869628305576941,0.005478706640683516,0.7670189296956922,0.7670189296956922,0.0,43.793755005387325,65.8611557461552
0.5452615609346687,1.2828669379005513,0.005409317189941159,0.7573044065917622,0.7573044065917622,0.0,43.34670489030371,65.17208396931848
0.9177345221726259,1.6133240726879927,0.005774839685218566,0.8084775559305993,0.8084775559305993,0.0,45.93184259118178,69.25689273857381
0.7984275735132521,1.1697187099399806,0.005869913132934025,0.8217878386107635,0.8217878386107635,0.0,46.57043438962123,70.3028673016905
1.796595271917867,0.5749912034739777,0.005477436503738556,0.7668411105233978,0.7668411105233978,0.0,43.865238627734755,66.02683940234654
1.1146439921556461,0.612393838671258,0.00541038242985165,0.7574535401792309,0.7574535401792309,0.0,43.48354029718849,65.3426063489263
1.8551202241379987,0.8439242382144253,0.005318482795268265,0.744587591337557,0.744587591337557,0.0,42.68452817806582,64.10649674113603
0.9116073806529179,0.6656339466279227,0.005361450216351594,0.7506030302892231,0.7506030302892231,0.0,43.024724696328725,64.64406613451341
1.5425351774528122,0.8494035659660822,0.005627340585034781,0.7878276819048693,0.7878276819048693,0.0,44.7720117729355,67.46070613493623
0.7758502019165852,1.8005053375995719,0.005301355860112764,0.742189820415787,0.742189820415787,0.0,42.792359408241886,64.51504599264943
1.7567066086854344,1.4511786110799645,0.0054324739428691544,0.7605463520016816,0.7605463520016816,0.0,43.86987236960833,66.26238132521301
0.8009182509043253,1.7679352236290446,0.005342758402657556,0.7479861763720579,0.7479861763720579,0.0,43.47428137918784,65.73643449747125
1.7298285474265547,0.5037845546823252,0.005104175597958639,0.7145845837142095,0.7145845837142095,0.0,42.13493936383309,63.51448128843757
0.5983184398381951,1.2867584307563382,0.005470514019734726,0.7658719627628616,0.7658719627628616,0.0,44.612865487894204,67.23358408436846
1.5426942541916702,1.1879261034739632,0.005702557947703528,0.798358112678494,0.798358112678494,0.0,46.9418779158574,70.93103400033849
